org_name,asset_count,site_id,subnet,risk,avg_risk,criticality,avg_criticality,search
demoscene,32,580e9cdd-da35-4257-942e-4a24c327011e,192.168.0.0/24,4,0.12,8,0.25,https://console.runzero.com/inventory?search=site%3A580e9cdd-da35-4257-942e-4a24c327011e+AND+net%3A192.168.0.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.219.43.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.219.43.0%2F24
demoscene,2,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.6.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.6.0%2F24
demoscene,25,9ed46fe0-6035-4b83-91b9-31662eaf2d25,192.168.30.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A9ed46fe0-6035-4b83-91b9-31662eaf2d25+AND+net%3A192.168.30.0%2F24
demoscene,36,9ed46fe0-6035-4b83-91b9-31662eaf2d25,192.168.40.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A9ed46fe0-6035-4b83-91b9-31662eaf2d25+AND+net%3A192.168.40.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,3.17.160.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A3.17.160.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.25.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.25.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.188.105.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.188.105.0%2F24
demoscene,2,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.35.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.35.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,18.188.130.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A18.188.130.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.0.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.0.0%2F24
demoscene,7,9ed46fe0-6035-4b83-91b9-31662eaf2d25,192.168.50.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A9ed46fe0-6035-4b83-91b9-31662eaf2d25+AND+net%3A192.168.50.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,3.137.140.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A3.137.140.0%2F24
demoscene,1,1a6bc37a-0a1e-4b96-9961-83265027c392,172.31.23.0/24,0,0.0,0,0.0,https://console.runzero.com/inventory?search=site%3A1a6bc37a-0a1e-4b96-9961-83265027c392+AND+net%3A172.31.23.0%2F24
